order_id,customers,city,state,order_date,total_units,revenue,product_name,category_name,store_name,sales_rep,brand_name
233,Melita Dominguez,Auburn,NY,5/21/2016,1,549.99,Electra Townie Original 21D - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,Electra
233,Melita Dominguez,Auburn,NY,5/21/2016,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,Electra
234,Merrie Fowler,Scarsdale,NY,5/22/2016,1,299.99,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Marcelene Boyer,Electra
234,Merrie Fowler,Scarsdale,NY,5/22/2016,1,549.99,Electra Townie Original 21D - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,Electra
234,Merrie Fowler,Scarsdale,NY,5/22/2016,2,858,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,Pure Cycles
234,Merrie Fowler,Scarsdale,NY,5/22/2016,2,3361.98,Surly Straggler 650b - 2016,Cyclocross Bicycles,Baldwin Bikes,Marcelene Boyer,Surly
234,Merrie Fowler,Scarsdale,NY,5/22/2016,1,3999.99,Trek Slash 8 27.5 - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,Trek
235,Eli Contreras,Ronkonkoma,NY,5/24/2016,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,Electra
235,Eli Contreras,Ronkonkoma,NY,5/24/2016,1,469.99,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,Surly
235,Eli Contreras,Ronkonkoma,NY,5/24/2016,2,7999.98,Trek Slash 8 27.5 - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,Trek
236,Stephaine Riddle,Brooklyn,NY,5/25/2016,2,1499.98,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,Ritchey
236,Stephaine Riddle,Brooklyn,NY,5/25/2016,2,1999.98,Surly Wednesday Frameset - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,Surly
236,Stephaine Riddle,Brooklyn,NY,5/25/2016,2,5799.98,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,Trek
237,Carman Hardy,Jamestown,NY,5/25/2016,1,529.99,Electra Moto 1 - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,Electra
237,Carman Hardy,Jamestown,NY,5/25/2016,1,549.99,Electra Townie Original 21D - 2016,Comfort Bicycles,Baldwin Bikes,Venita Daniel,Electra
237,Carman Hardy,Jamestown,NY,5/25/2016,1,599.99,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Baldwin Bikes,Venita Daniel,Electra
237,Carman Hardy,Jamestown,NY,5/25/2016,2,1199.98,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,Electra
238,Annett Rush,Rosedale,NY,5/26/2016,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,Electra
238,Annett Rush,Rosedale,NY,5/26/2016,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Marcelene Boyer,Electra
238,Annett Rush,Rosedale,NY,5/26/2016,1,499.99,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Baldwin Bikes,Marcelene Boyer,Electra
238,Annett Rush,Rosedale,NY,5/26/2016,2,1199.98,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,Electra
238,Annett Rush,Rosedale,NY,5/26/2016,1,3999.99,Trek Slash 8 27.5 - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,Trek
239,Lashawn Ortiz,Longview,TX,5/27/2016,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Rowlett Bikes,Layla Terrell,Electra
239,Lashawn Ortiz,Longview,TX,5/27/2016,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Rowlett Bikes,Layla Terrell,Electra
239,Lashawn Ortiz,Longview,TX,5/27/2016,1,449,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Rowlett Bikes,Layla Terrell,Pure Cycles
239,Lashawn Ortiz,Longview,TX,5/27/2016,2,5799.98,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Rowlett Bikes,Layla Terrell,Trek
240,Kanesha Vega,Rome,NY,5/27/2016,1,1320.99,Heller Shagamaw Frame - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,Heller
240,Kanesha Vega,Rome,NY,5/27/2016,2,898,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,Pure Cycles
240,Kanesha Vega,Rome,NY,5/27/2016,1,2999.99,Trek Conduit+ - 2016,Electric Bikes,Baldwin Bikes,Marcelene Boyer,Trek
240,Kanesha Vega,Rome,NY,5/27/2016,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,Trek
241,Divina Madden,Long Beach,NY,5/27/2016,1,3999.99,Trek Slash 8 27.5 - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel,Trek
242,Almeta Benjamin,Sunnyside,NY,5/27/2016,1,999.99,Surly Wednesday Frameset - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel,Surly
243,Barrett Sanders,Longview,TX,5/27/2016,2,999.98,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Rowlett Bikes,Kali Vargas,Electra
243,Barrett Sanders,Longview,TX,5/27/2016,2,898,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Rowlett Bikes,Kali Vargas,Pure Cycles
243,Barrett Sanders,Longview,TX,5/27/2016,2,7999.98,Trek Slash 8 27.5 - 2016,Mountain Bikes,Rowlett Bikes,Kali Vargas,Trek
244,Venus Hewitt,Farmingdale,NY,5/28/2016,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Marcelene Boyer,Electra
244,Venus Hewitt,Farmingdale,NY,5/28/2016,1,499.99,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Baldwin Bikes,Marcelene Boyer,Electra
244,Venus Hewitt,Farmingdale,NY,5/28/2016,1,449,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,Pure Cycles
245,Scarlet Yates,Patchogue,NY,5/29/2016,2,3098,Surly Straggler - 2016,Cyclocross Bicycles,Baldwin Bikes,Venita Daniel,Surly
245,Scarlet Yates,Patchogue,NY,5/29/2016,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel,Trek
246,Caren Stephens,Scarsdale,NY,5/30/2016,2,858,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,Pure Cycles
247,Joann Barber,Santa Monica,CA,5/30/2016,1,499.99,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Santa Cruz Bikes,Genna Serrano,Electra
247,Joann Barber,Santa Monica,CA,5/30/2016,1,999.99,Surly Wednesday Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Genna Serrano,Surly
248,Kimberley Reynolds,Port Washington,NY,5/30/2016,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,Electra
248,Kimberley Reynolds,Port Washington,NY,5/30/2016,2,1199.98,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Baldwin Bikes,Venita Daniel,Electra
248,Kimberley Reynolds,Port Washington,NY,5/30/2016,1,429,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,Pure Cycles
248,Kimberley Reynolds,Port Washington,NY,5/30/2016,1,2999.99,Trek Conduit+ - 2016,Electric Bikes,Baldwin Bikes,Venita Daniel,Trek
249,Miquel Neal,Staten Island,NY,6/1/2016,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Marcelene Boyer,Electra
249,Miquel Neal,Staten Island,NY,6/1/2016,2,898,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,Pure Cycles
249,Miquel Neal,Staten Island,NY,6/1/2016,2,7999.98,Trek Slash 8 27.5 - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,Trek
250,Weldon Michael,Huntington,NY,6/1/2016,2,858,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,Pure Cycles
250,Weldon Michael,Huntington,NY,6/1/2016,2,3361.98,Surly Straggler 650b - 2016,Cyclocross Bicycles,Baldwin Bikes,Venita Daniel,Surly
251,Arlena Buckner,New Hyde Park,NY,6/1/2016,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Venita Daniel,Electra
251,Arlena Buckner,New Hyde Park,NY,6/1/2016,2,599.98,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Venita Daniel,Electra
252,Lorrie Becker,Garland,TX,6/1/2016,1,449,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Rowlett Bikes,Kali Vargas,Pure Cycles
252,Lorrie Becker,Garland,TX,6/1/2016,2,3361.98,Surly Straggler 650b - 2016,Cyclocross Bicycles,Rowlett Bikes,Kali Vargas,Surly
252,Lorrie Becker,Garland,TX,6/1/2016,1,2899.99,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Rowlett Bikes,Kali Vargas,Trek
253,Earline Gordon,Ronkonkoma,NY,6/2/2016,2,3361.98,Surly Straggler 650b - 2016,Cyclocross Bicycles,Baldwin Bikes,Marcelene Boyer,Surly
254,Faustino Delacruz,South Richmond Hill,NY,6/3/2016,1,549.99,Electra Townie Original 21D - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,Electra
254,Faustino Delacruz,South Richmond Hill,NY,6/3/2016,2,939.98,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel,Surly
254,Faustino Delacruz,South Richmond Hill,NY,6/3/2016,1,999.99,Surly Wednesday Frameset - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel,Surly
255,Ophelia Rodgers,Hopewell Junction,NY,6/3/2016,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Baldwin Bikes,Venita Daniel,Electra
255,Ophelia Rodgers,Hopewell Junction,NY,6/3/2016,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,Electra
255,Ophelia Rodgers,Hopewell Junction,NY,6/3/2016,2,2641.98,Heller Shagamaw Frame - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel,Heller
255,Ophelia Rodgers,Hopewell Junction,NY,6/3/2016,2,1499.98,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel,Ritchey
256,Theo Reese,Long Beach,NY,6/4/2016,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Baldwin Bikes,Venita Daniel,Electra
256,Theo Reese,Long Beach,NY,6/4/2016,1,1680.99,Surly Straggler 650b - 2016,Cyclocross Bicycles,Baldwin Bikes,Venita Daniel,Surly
257,Joeann Garrison,Ontario,CA,6/5/2016,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Santa Cruz Bikes,Genna Serrano,Electra
257,Joeann Garrison,Ontario,CA,6/5/2016,1,529.99,Electra Moto 1 - 2016,Cruisers Bicycles,Santa Cruz Bikes,Genna Serrano,Electra
257,Joeann Garrison,Ontario,CA,6/5/2016,2,3098,Surly Straggler - 2016,Cyclocross Bicycles,Santa Cruz Bikes,Genna Serrano,Surly
257,Joeann Garrison,Ontario,CA,6/5/2016,2,3599.98,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Genna Serrano,Trek
258,Cecil Hopper,Central Islip,NY,6/6/2016,1,449,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,Pure Cycles
258,Cecil Hopper,Central Islip,NY,6/6/2016,1,449,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,Pure Cycles
258,Cecil Hopper,Central Islip,NY,6/6/2016,1,2899.99,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel,Trek
258,Cecil Hopper,Central Islip,NY,6/6/2016,2,3599.98,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel,Trek
259,Ginette Edwards,Baldwin,NY,6/6/2016,1,599.99,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Baldwin Bikes,Venita Daniel,Electra
259,Ginette Edwards,Baldwin,NY,6/6/2016,2,1499.98,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel,Ritchey
259,Ginette Edwards,Baldwin,NY,6/6/2016,2,939.98,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel,Surly
259,Ginette Edwards,Baldwin,NY,6/6/2016,1,2899.99,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel,Trek
260,Yvette Rogers,Franklin Square,NY,6/6/2016,2,599.98,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Marcelene Boyer,Electra
260,Yvette Rogers,Franklin Square,NY,6/6/2016,2,1099.98,Electra Townie Original 21D - 2016,Comfort Bicycles,Baldwin Bikes,Marcelene Boyer,Electra
260,Yvette Rogers,Franklin Square,NY,6/6/2016,1,1549,Surly Straggler - 2016,Cyclocross Bicycles,Baldwin Bikes,Marcelene Boyer,Surly
261,Pasquale Hogan,Vista,CA,6/8/2016,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Santa Cruz Bikes,Mireya Copeland,Electra
261,Pasquale Hogan,Vista,CA,6/8/2016,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Santa Cruz Bikes,Mireya Copeland,Electra
261,Pasquale Hogan,Vista,CA,6/8/2016,2,858,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Santa Cruz Bikes,Mireya Copeland,Pure Cycles
262,Matilda Larson,Harlingen,TX,6/8/2016,1,749.99,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Rowlett Bikes,Layla Terrell,Ritchey
262,Matilda Larson,Harlingen,TX,6/8/2016,2,5999.98,Trek Conduit+ - 2016,Electric Bikes,Rowlett Bikes,Layla Terrell,Trek
263,Ai Forbes,Franklin Square,NY,6/9/2016,2,1499.98,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,Ritchey
263,Ai Forbes,Franklin Square,NY,6/9/2016,1,999.99,Surly Wednesday Frameset - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,Surly
263,Ai Forbes,Franklin Square,NY,6/9/2016,1,2999.99,Trek Conduit+ - 2016,Electric Bikes,Baldwin Bikes,Marcelene Boyer,Trek
264,Charolette Rice,Sacramento,CA,6/10/2016,2,1059.98,Electra Moto 1 - 2016,Cruisers Bicycles,Santa Cruz Bikes,Genna Serrano,Electra
264,Charolette Rice,Sacramento,CA,6/10/2016,2,1099.98,Electra Townie Original 21D - 2016,Comfort Bicycles,Santa Cruz Bikes,Genna Serrano,Electra
264,Charolette Rice,Sacramento,CA,6/10/2016,1,1549,Surly Straggler - 2016,Cyclocross Bicycles,Santa Cruz Bikes,Genna Serrano,Surly
264,Charolette Rice,Sacramento,CA,6/10/2016,2,1999.98,Surly Wednesday Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Genna Serrano,Surly
265,Arnita Thomas,Orchard Park,NY,6/10/2016,2,5999.98,Trek Conduit+ - 2016,Electric Bikes,Baldwin Bikes,Venita Daniel,Trek
266,Lurline Rivers,Howard Beach,NY,6/10/2016,1,499.99,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Baldwin Bikes,Venita Daniel,Electra
266,Lurline Rivers,Howard Beach,NY,6/10/2016,1,449,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,Pure Cycles
266,Lurline Rivers,Howard Beach,NY,6/10/2016,2,939.98,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel,Surly
267,Randolph Chase,San Lorenzo,CA,6/11/2016,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Santa Cruz Bikes,Genna Serrano,Electra
267,Randolph Chase,San Lorenzo,CA,6/11/2016,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Santa Cruz Bikes,Genna Serrano,Electra
267,Randolph Chase,San Lorenzo,CA,6/11/2016,2,599.98,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Santa Cruz Bikes,Genna Serrano,Electra
267,Randolph Chase,San Lorenzo,CA,6/11/2016,1,549.99,Electra Townie Original 21D - 2016,Comfort Bicycles,Santa Cruz Bikes,Genna Serrano,Electra
267,Randolph Chase,San Lorenzo,CA,6/11/2016,2,7999.98,Trek Slash 8 27.5 - 2016,Mountain Bikes,Santa Cruz Bikes,Genna Serrano,Trek
268,Shery Randolph,Ontario,CA,6/11/2016,2,939.98,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Genna Serrano,Surly
268,Shery Randolph,Ontario,CA,6/11/2016,1,2999.99,Trek Conduit+ - 2016,Electric Bikes,Santa Cruz Bikes,Genna Serrano,Trek
268,Shery Randolph,Ontario,CA,6/11/2016,1,3999.99,Trek Slash 8 27.5 - 2016,Mountain Bikes,Santa Cruz Bikes,Genna Serrano,Trek
269,Terrell Mathis,Selden,NY,6/12/2016,2,599.98,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Marcelene Boyer,Electra
269,Terrell Mathis,Selden,NY,6/12/2016,1,1320.99,Heller Shagamaw Frame - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,Heller
269,Terrell Mathis,Selden,NY,6/12/2016,1,449,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,Pure Cycles
269,Terrell Mathis,Selden,NY,6/12/2016,1,999.99,Surly Wednesday Frameset - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,Surly
270,Ethelyn Ray,Garden City,NY,6/12/2016,1,529.99,Electra Moto 1 - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,Electra
270,Ethelyn Ray,Garden City,NY,6/12/2016,2,999.98,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Baldwin Bikes,Venita Daniel,Electra
271,Christoper Mccall,Bay Shore,NY,6/13/2016,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,Electra
271,Christoper Mccall,Bay Shore,NY,6/13/2016,2,939.98,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel,Surly
271,Christoper Mccall,Bay Shore,NY,6/13/2016,2,3361.98,Surly Straggler 650b - 2016,Cyclocross Bicycles,Baldwin Bikes,Venita Daniel,Surly
271,Christoper Mccall,Bay Shore,NY,6/13/2016,2,7999.98,Trek Slash 8 27.5 - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel,Trek
272,Ezra Fowler,Nanuet,NY,6/15/2016,2,1499.98,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel,Ritchey
272,Ezra Fowler,Nanuet,NY,6/15/2016,1,1680.99,Surly Straggler 650b - 2016,Cyclocross Bicycles,Baldwin Bikes,Venita Daniel,Surly
273,Tona Velasquez,Whitestone,NY,6/16/2016,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Baldwin Bikes,Venita Daniel,Electra
274,Octavia Case,New York,NY,6/17/2016,2,999.98,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Baldwin Bikes,Venita Daniel,Electra
274,Octavia Case,New York,NY,6/17/2016,2,3361.98,Surly Straggler 650b - 2016,Cyclocross Bicycles,Baldwin Bikes,Venita Daniel,Surly
274,Octavia Case,New York,NY,6/17/2016,2,5999.98,Trek Conduit+ - 2016,Electric Bikes,Baldwin Bikes,Venita Daniel,Trek
275,Rozanne Reyes,Garden City,NY,6/17/2016,1,499.99,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Baldwin Bikes,Venita Daniel,Electra
275,Rozanne Reyes,Garden City,NY,6/17/2016,1,449,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,Pure Cycles
275,Rozanne Reyes,Garden City,NY,6/17/2016,2,7999.98,Trek Slash 8 27.5 - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel,Trek
276,Magali Dixon,Troy,NY,6/18/2016,1,429,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,Pure Cycles
276,Magali Dixon,Troy,NY,6/18/2016,2,1999.98,Surly Wednesday Frameset - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,Surly
276,Magali Dixon,Troy,NY,6/18/2016,2,5999.98,Trek Conduit+ - 2016,Electric Bikes,Baldwin Bikes,Marcelene Boyer,Trek
277,Thad Castro,Brentwood,NY,6/19/2016,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,Electra
277,Thad Castro,Brentwood,NY,6/19/2016,2,1199.98,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,Electra
277,Thad Castro,Brentwood,NY,6/19/2016,2,939.98,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel,Surly
278,Raven Curtis,Lawndale,CA,6/20/2016,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Santa Cruz Bikes,Genna Serrano,Electra
278,Raven Curtis,Lawndale,CA,6/20/2016,1,599.99,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Santa Cruz Bikes,Genna Serrano,Electra
278,Raven Curtis,Lawndale,CA,6/20/2016,2,898,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Santa Cruz Bikes,Genna Serrano,Pure Cycles
278,Raven Curtis,Lawndale,CA,6/20/2016,2,3361.98,Surly Straggler 650b - 2016,Cyclocross Bicycles,Santa Cruz Bikes,Genna Serrano,Surly
279,Rosalba O'neal,Mount Vernon,NY,6/21/2016,1,499.99,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Baldwin Bikes,Marcelene Boyer,Electra
280,Tomeka Higgins,Poughkeepsie,NY,6/21/2016,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,Electra
280,Tomeka Higgins,Poughkeepsie,NY,6/21/2016,1,499.99,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Baldwin Bikes,Venita Daniel,Electra
280,Tomeka Higgins,Poughkeepsie,NY,6/21/2016,2,1199.98,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Baldwin Bikes,Venita Daniel,Electra
281,Cris Dunn,Pittsford,NY,6/21/2016,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Baldwin Bikes,Venita Daniel,Electra
281,Cris Dunn,Pittsford,NY,6/21/2016,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,Electra
281,Cris Dunn,Pittsford,NY,6/21/2016,2,7999.98,Trek Slash 8 27.5 - 2016,Mountain Bikes,Baldwin Bikes,Venita Daniel,Trek
282,Regina Burns,Garland,TX,6/22/2016,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Rowlett Bikes,Layla Terrell,Electra
282,Regina Burns,Garland,TX,6/22/2016,1,599.99,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Rowlett Bikes,Layla Terrell,Electra
282,Regina Burns,Garland,TX,6/22/2016,2,1999.98,Surly Wednesday Frameset - 2016,Mountain Bikes,Rowlett Bikes,Layla Terrell,Surly
282,Regina Burns,Garland,TX,6/22/2016,2,7999.98,Trek Slash 8 27.5 - 2016,Mountain Bikes,Rowlett Bikes,Layla Terrell,Trek
283,Olevia Pitts,Redondo Beach,CA,6/23/2016,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Santa Cruz Bikes,Mireya Copeland,Electra
283,Olevia Pitts,Redondo Beach,CA,6/23/2016,1,2999.99,Trek Conduit+ - 2016,Electric Bikes,Santa Cruz Bikes,Mireya Copeland,Trek
284,Inger Jennings,Patchogue,NY,6/23/2016,2,1099.98,Electra Townie Original 21D - 2016,Comfort Bicycles,Baldwin Bikes,Venita Daniel,Electra
284,Inger Jennings,Patchogue,NY,6/23/2016,1,599.99,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Baldwin Bikes,Venita Daniel,Electra
285,Justin Newton,Apple Valley,CA,6/25/2016,1,549.99,Electra Townie Original 21D - 2016,Cruisers Bicycles,Santa Cruz Bikes,Mireya Copeland,Electra
285,Justin Newton,Apple Valley,CA,6/25/2016,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Santa Cruz Bikes,Mireya Copeland,Electra
285,Justin Newton,Apple Valley,CA,6/25/2016,1,749.99,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Santa Cruz Bikes,Mireya Copeland,Ritchey
286,Latasha Stanley,Rockville Centre,NY,6/25/2016,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Baldwin Bikes,Marcelene Boyer,Electra
286,Latasha Stanley,Rockville Centre,NY,6/25/2016,2,1199.98,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Baldwin Bikes,Marcelene Boyer,Electra
286,Latasha Stanley,Rockville Centre,NY,6/25/2016,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,Electra
286,Latasha Stanley,Rockville Centre,NY,6/25/2016,1,3999.99,Trek Slash 8 27.5 - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,Trek
287,Delbert Wilkins,Coram,NY,6/25/2016,1,599.99,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Baldwin Bikes,Marcelene Boyer,Electra
287,Delbert Wilkins,Coram,NY,6/25/2016,1,1320.99,Heller Shagamaw Frame - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,Heller
287,Delbert Wilkins,Coram,NY,6/25/2016,1,749.99,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Baldwin Bikes,Marcelene Boyer,Ritchey
287,Delbert Wilkins,Coram,NY,6/25/2016,1,1549,Surly Straggler - 2016,Cyclocross Bicycles,Baldwin Bikes,Marcelene Boyer,Surly
